key,loudness,speechiness,acousticness,instrumentalness,valence,genre,energy,danceability,tempo
11,-12.005,0.0302,0.59,0.00176,0.617,pop,0.214,0.572,127.398
4,-17.337,0.0366,0.413,3.51e-05,0.614,rock,0.241,0.486,106.574
8,-3.241,0.0766,0.0243,0,0.41,rock,0.979,0.395,158.842
4,-5.495,0.0941,0.00175,0,0.342,pop,0.866,0.49,135.978
5,-6.296,0.0696,0.0926,8.45e-06,0.912,rhythmic,0.857,0.343,126.536
5,-8.307,0.0463,0.0472,0.000119,0.109,pop,0.666,0.702,119.93
2,-15.31,0.0364,0.0382,0.0295,0.542,pop,0.624,0.685,109.457
5,-10.241,0.0353,0.191,0.000656,0.922,pop,0.877,0.68,108.674
0,-12.061,0.0986,0.995,0.00153,0.543,rhythmic,0.117,0.636,97.35
2,-8.917,0.0933,0.0797,0.0469,0.565,rock,0.734,0.381,96.614
1,-13.456,0.136,0.0102,0.00794,0.671,pop,0.37,0.709,100.089
11,-3.154,0.0721,0.0384,0.552,0.302,pop,0.98,0.176,172.566
4,-8.216,0.0376,0.731,0.496,0.5,pop,0.619,0.478,86.005
7,-7.029,0.0709,0.00118,0.00818,0.482,rock,0.948,0.375,141.629
4,-11.584,0.569,0.000209,0.49,0.497,pop,0.425,0.937,129.016
1,-10.031,0.0571,0.000756,0.47,0.902,rock,0.831,0.625,143.965
7,-10.304,0.0304,0.256,0,0.649,rock,0.488,0.51,125.683
11,-7.519,0.037,0.263,0.00101,0.482,rhythmic,0.609,0.652,95.986
1,-7.072,0.242,0.127,0,0.814,hip hop,0.831,0.842,92.053
5,-9.118,0.0368,0.033,0.684,0.795,rock,0.605,0.815,102.642
8,-9.081,0.0281,0.0928,0.305,0.764,rock,0.664,0.566,91.117
9,-3.632,0.138,0.000719,2.89e-05,0.512,pop,0.953,0.378,167.808
6,-13.232,0.0361,0.501,0,0.409,rock,0.381,0.484,144.939
9,-17.341,0.0921,0.646,0.00178,0.312,hip hop,0.26,0.492,111.519
8,-2.671,0.0284,0.00952,1.64e-05,0.824,pop,0.906,0.711,125.916
7,-10.968,0.0447,0.258,0.000222,0.166,rock,0.354,0.538,179.056
0,-8.29,0.0343,0.0531,5.57e-05,0.81,rock,0.833,0.583,119.884
1,-5.49,0.331,0.35,0,0.841,hip hop,0.738,0.794,137.956
2,-12.583,0.0327,0.234,0.546,0.457,pop,0.453,0.694,146.6
4,-11.599,0.037,0.139,0.473,0.453,rock,0.403,0.735,115.658
4,-17.552,0.0387,0.921,0.00251,0.368,pop,0.075,0.626,117.907
2,-5.81,0.026,1.51e-05,0.509,0.578,hip hop,0.739,0.689,120.423
7,-22.32,0.0318,0.883,0.000223,0.423,rock,0.161,0.414,159.375
9,-10.408,0.324,0.121,0.000247,0.571,pop,0.654,0.477,148.143
11,-3.313,0.112,0.000152,0.0484,0.321,rock,0.988,0.467,130.435
2,-5.416,0.0372,0.476,0,0.609,pop,0.622,0.268,111.538
2,-5.69,0.0331,0.403,0.000586,0.81,pop,0.845,0.7,107.523
9,-7.887,0.0258,0.312,1.47e-05,0.16,pop,0.31,0.48,86.149
2,-9.766,0.0407,0.238,0.00401,0.852,rhythmic,0.807,0.845,123.111
11,-21.976,0.0454,0.356,0.00344,0.407,rock,0.179,0.52,155.746
2,-6.752,0.0256,0.263,0.0011,0.235,pop,0.521,0.652,109.943
0,-17.032,0.0775,0.237,0.726,0.96,rock,0.623,0.614,180.512
3,-13.995,0.0508,0.0402,4.85e-06,0.937,pop,0.252,0.826,116.051
6,-6.682,0.0296,0.00114,0.00257,0.579,rock,0.618,0.457,80.184
0,-14.431,0.0608,0.0757,0.612,0.986,rhythmic,0.536,0.807,138.894
0,-15.569,0.0375,0.938,0.104,0.0379,rock,0.132,0.282,136.186
8,-12.875,0.0515,0.348,0,0.197,pop,0.512,0.439,131.386
5,-10.31,0.0604,0.136,1.58e-05,0.896,rhythmic,0.614,0.473,78.943
8,-13.282,0.0737,0.444,0,0.84,rhythmic,0.411,0.588,149.153
11,-5.531,0.0398,0.0716,0.000515,0.938,rock,0.831,0.509,167.182
9,-4.805,0.21,0.146,0,0.418,hip hop,0.782,0.796,99.978
1,-11.184,0.0455,0.621,0.000811,0.468,rhythmic,0.576,0.584,131.814
11,-11.377,0.0396,0.256,0.085,0.364,hip hop,0.463,0.809,111.98
7,-4.669,0.0768,6.84e-06,0.916,0.0954,rock,0.804,0.1,82.211
4,-12.037,0.0589,0.728,0.000285,0.629,rhythmic,0.403,0.884,119.771
9,-4.439,0.0707,0.00138,0.478,0.457,rock,0.83,0.299,158.802
10,-10.577,0.0429,0.296,0,0.875,rhythmic,0.543,0.349,202.426
7,-13.675,0.0333,0.733,9.26e-06,0.177,rock,0.29,0.346,146.218
4,-8.318,0.124,0.00573,1.07e-06,0.391,rock,0.916,0.438,143.101
7,-10.818,0.0285,0.023,0.00152,0.73,rock,0.639,0.623,96.925
3,-9.592,0.112,0.749,0,0.696,rhythmic,0.649,0.709,131.032
7,-10.533,0.0436,0.16,0.0681,0.332,rock,0.529,0.388,150.721
1,-9.021,0.0358,0.774,0.0428,0.626,rock,0.545,0.652,107.019
2,-11.206,0.0657,0.648,0.0975,0.961,rhythmic,0.676,0.792,116.116
0,-11.793,0.161,0.907,5.34e-05,0.307,rhythmic,0.479,0.329,172.958
6,-8.399,0.0663,0.867,0.941,0.643,rhythmic,0.719,0.569,145.118
1,-24.149,0.0409,0.865,0.00466,0.0352,pop,0.0304,0.435,109.082
10,-9.012,0.0375,0.709,3.05e-05,0.946,pop,0.546,0.266,208.706
2,-12.554,0.0599,0.99,0.0598,0.836,pop,0.217,0.386,167.102
0,-5.817,0.0625,0.00367,0.875,0.551,pop,0.953,0.297,173.317
5,-10.596,0.0293,0.43,0.00241,0.327,rock,0.422,0.341,83.33
9,-5.507,0.0594,0.04,3.11e-06,0.354,pop,0.713,0.699,121.993
10,-10.228,0.124,0.0777,2.83e-06,0.89,rhythmic,0.682,0.378,185.273
7,-7.943,0.024,0.0979,1.3e-06,0.346,pop,0.464,0.577,90.557
4,-4.568,0.0804,0.000199,0.546,0.377,pop,0.898,0.595,139.799
2,-6.025,0.0285,0.0143,0,0.653,rock,0.84,0.631,95.849
7,-12.125,0.0383,0.921,0.00565,0.36,rock,0.247,0.29,165.361
11,-3.3,0.0613,0.0109,0.000371,0.439,pop,0.904,0.327,113.138
9,-5.438,0.0568,0.006,0.0117,0.498,rock,0.948,0.531,136.891
6,-13.416,0.128,0.103,0.000239,0.837,pop,0.553,0.816,97.153
9,-6.932,0.0275,0.182,0.333,0.765,pop,0.771,0.711,135.179
10,-8.145,0.0275,0.911,0.00155,0.307,pop,0.314,0.561,102.119
9,-7.941,0.0291,0.0445,0,0.948,pop,0.599,0.644,111.829
7,-6.101,0.0504,0.419,0,0.548,rock,0.957,0.331,143.299
1,-4.994,0.0961,0.153,0,0.86,hip hop,0.954,0.851,105.406
1,-6.565,0.0287,0.00215,0.00178,0.695,pop,0.73,0.644,116.981
8,-2.993,0.0875,0.000904,0.000727,0.66,pop,0.965,0.481,155.938
9,-3.32,0.0644,0.0583,0.00494,0.64,pop,0.869,0.605,160.496
4,-15.255,0.0435,0.189,0,0.292,pop,0.447,0.528,72.58
11,-11.227,0.035,0.0408,0.000266,0.736,rock,0.61,0.556,144.092
0,-10.746,0.0562,0.441,0.000458,0.577,pop,0.491,0.431,148.243
1,-7.109,0.0434,0.189,0.000104,0.816,pop,0.878,0.8,104.282
7,-8.659,0.0297,0.786,0,0.469,rhythmic,0.342,0.188,179.255
11,-5.852,0.0372,0.0229,0.0869,0.966,hip hop,0.891,0.76,120.264
1,-7.745,0.404,0.123,2.69e-05,0.26,hip hop,0.485,0.716,74.132
5,-16.426,0.0368,0.75,0,0.567,pop,0.108,0.328,40.12
2,-10.971,0.0423,0.84,0.000127,0.543,rock,0.497,0.596,126.652
7,-4.132,0.093,0.00114,0.000676,0.249,pop,0.978,0.482,135.907
11,-14.129,0.477,0.00189,0.000179,0.396,rock,0.558,0.704,167.537
10,-6.745,0.034,0.0764,0.0698,0.233,pop,0.677,0.611,166.04
9,-14.246,0.0389,0.677,0.874,0.718,pop,0.508,0.455,153.225
3,-16.225,0.0389,0.899,0.433,0.355,rock,0.186,0.446,134.766
7,-20.7,0.0318,0.979,0.275,0.297,pop,0.172,0.571,90.972
4,-15.225,0.039,0.254,0.129,0.101,pop,0.205,0.116,174.567
9,-12.935,0.0546,0.388,6.89e-05,0.873,rock,0.54,0.502,120.816
1,-11.709,0.138,0.137,0,0.4,hip hop,0.505,0.682,89.954
7,-8.36,0.0316,0.00311,0.0991,0.0422,pop,0.56,0.447,98.986
2,-6.042,0.0328,0.0124,0.759,0.868,rock,0.89,0.53,145.958
1,-10.653,0.211,0.286,0,0.795,rock,0.728,0.949,101.718
0,-6.28,0.0439,0.277,5.57e-06,0.636,rock,0.828,0.59,111.353
0,-9.788,0.0264,0.229,0,0.157,pop,0.498,0.44,77.368
5,-7.23,0.0338,0.582,1.98e-06,0.313,rhythmic,0.528,0.314,186.332
1,-9.155,0.0431,0.00878,0.00149,0.177,rock,0.719,0.504,102.144
6,-15.098,0.0308,0.912,0,0.329,pop,0.156,0.623,97.235
4,-6.251,0.0277,0.156,4.95e-06,0.236,rock,0.594,0.429,150.22
8,-13.22,0.0318,0.995,0.0101,0.64,rhythmic,0.319,0.564,139.201
9,-4.349,0.0297,0.375,0.276,0.736,rock,0.869,0.58,139.945
10,-12.991,0.0313,0.614,2.23e-06,0.65,rhythmic,0.39,0.664,99.514
9,-11.702,0.0307,0.0917,0.993,0.11,rock,0.666,0.583,121.709
8,-6.14,0.126,0.106,0.00025,0.65,rock,0.857,0.241,163.589
4,-6.094,0.0675,0.121,0,0.722,rock,0.89,0.628,138.787
7,-6.11,0.247,0.00865,5.21e-06,0.66,hip hop,0.739,0.571,83.089
5,-8.616,0.0508,0.206,0.178,0.348,pop,0.63,0.593,80.323
6,-9.563,0.0518,0.349,3.02e-05,0.921,rock,0.724,0.735,96.046
4,-17.117,0.139,0.0279,1.02e-06,0.506,hip hop,0.29,0.765,92.409
1,-4.383,0.168,0.000489,0.331,0.0379,rock,0.995,0.294,88.777
2,-11.881,0.0457,0.000266,7.76e-05,0.553,pop,0.719,0.684,117.226
11,-6.889,0.0305,0.00548,0.000637,0.765,rock,0.721,0.617,119.961
4,-14.792,0.0383,0.655,0,0.361,rock,0.197,0.699,122.871
1,-13.346,0.0391,0.273,0.000813,0.849,rock,0.583,0.714,108.822
4,-17.777,0.069,0.329,0,0.217,rock,0.131,0.494,123.835
0,-20.502,0.035,0.992,0.882,0.789,pop,0.264,0.408,103.102
2,-7.785,0.0315,0.00346,0.000596,0.856,pop,0.948,0.551,142.1
9,-8.565,0.03,0.678,0.00602,0.857,pop,0.412,0.729,107.774
5,-11.559,0.0463,0.825,0,0.745,pop,0.26,0.674,85.485
6,-7.578,0.0399,0.0381,0,0.43,hip hop,0.628,0.639,90.482
2,-10.848,0.0329,0.986,1.92e-05,0.549,pop,0.227,0.312,86.847
9,-14.451,0.047,0.0721,2.1e-05,0.72,rock,0.319,0.822,104.047
6,-4.911,0.0339,0.0273,0,0.761,rock,0.705,0.579,116.172
2,-31.095,0.0406,0.982,0.913,0.0368,pop,0.00397,0.26,82.862
5,-18.45,0.0393,0.54,0.785,0.466,pop,0.261,0.539,89.837
0,-4.848,0.0303,7.53e-05,0.119,0.411,pop,0.924,0.604,127.862
6,-14.205,0.0713,0.018,0.919,0.505,pop,0.918,0.792,120.439
9,-8.64,0.083,0.00442,0,0.711,rhythmic,0.551,0.765,136.452
11,-6.359,0.0653,0.462,7.13e-06,0.803,hip hop,0.443,0.88,138.018
7,-14.0,0.0297,0.0929,0.028,0.421,rock,0.349,0.497,113.762
11,-9.366,0.0783,0.14,0.117,0.802,pop,0.538,0.525,175.953
2,-11.468,0.0337,0.753,0.000528,0.184,rock,0.409,0.378,100.087
3,-2.771,0.0477,0.000441,6.47e-05,0.682,pop,0.882,0.674,123.016
10,-8.511,0.032,0.829,0.00138,0.38,pop,0.358,0.269,205.842
0,-8.912,0.0238,0.616,0.00805,0.192,pop,0.513,0.485,93.997
0,-12.288,0.0333,0.0558,7.62e-05,0.822,pop,0.691,0.58,141.385
10,-12.104,0.0312,0.989,0.0314,0.513,pop,0.261,0.357,89.09
8,-10.263,0.047,0.978,9.71e-05,0.596,rhythmic,0.347,0.546,76.514
10,-7.622,0.0445,0.0906,0.812,0.569,pop,0.734,0.607,147.941
8,-4.78,0.0392,0.0453,0,0.652,pop,0.906,0.44,148.111
0,-16.6,0.0436,0.986,0.00054,0.888,pop,0.162,0.769,113.315
7,-8.851,0.0351,0.0536,0.000507,0.961,rock,0.616,0.745,124.437
0,-12.81,0.0382,0.995,0.234,0.434,pop,0.183,0.379,70.03
7,-8.912,0.0397,0.703,2.54e-05,0.513,rock,0.453,0.589,139.148
10,-4.365,0.0954,0.074,6.83e-05,0.845,pop,0.943,0.422,165.764
1,-5.395,0.0634,0.0246,3.57e-06,0.867,hip hop,0.884,0.75,121.915
9,-9.983,0.0672,0.00436,0.000148,0.25,rock,0.708,0.316,122.702
2,-13.252,0.0348,0.981,8.05e-05,0.211,rhythmic,0.0653,0.36,73.059
1,-9.202,0.0543,0.116,0.0455,0.0676,pop,0.552,0.485,139.792
5,-6.262,0.0342,0.407,0,0.349,pop,0.422,0.53,119.964
7,-12.662,0.256,0.0991,0,0.587,hip hop,0.782,0.751,110.721
6,-4.516,0.142,0.0643,0,0.728,pop,0.969,0.723,126.653
7,-4.441,0.0418,0.0214,0.000152,0.975,pop,0.923,0.925,135.971
5,-11.187,0.0602,0.958,0.499,0.315,pop,0.355,0.501,90.857
2,-18.081,0.0395,0.885,6.46e-06,0.542,pop,0.11,0.627,94.013
9,-15.719,0.0556,0.897,0,0.552,pop,0.179,0.647,108.579
4,-4.746,0.0473,0.00454,0.00625,0.24,rock,0.874,0.391,107.572
9,-5.819,0.0291,0.363,5.3e-06,0.591,rock,0.662,0.725,75.009
2,-10.975,0.0569,0.767,0.87,0.309,rock,0.704,0.23,94.371
0,-9.895,0.0482,0.996,0.452,0.551,rhythmic,0.135,0.646,82.716
0,-10.341,0.0367,0.946,0.901,0.862,pop,0.356,0.621,177.734
7,-4.371,0.0337,0.201,0.734,0.599,rock,0.889,0.225,96.02
8,-5.519,0.0613,0.0318,9.31e-06,0.461,rhythmic,0.839,0.767,98.055
6,-22.399,0.0459,0.973,0.354,0.156,pop,0.104,0.441,120.266
7,-9.117,0.0457,0.858,0.0434,0.759,pop,0.7,0.429,85.853
7,-10.552,0.0337,0.148,1.8e-05,0.86,rock,0.669,0.526,163.537
1,-5.115,0.0504,0.0417,0.000113,0.754,rock,0.795,0.801,79.028
1,-10.735,0.0355,0.0459,0.00138,0.69,pop,0.824,0.657,100.647
9,-10.119,0.0365,0.763,0,0.881,pop,0.37,0.717,99.425
8,-9.599,0.0301,0.21,0,0.698,rock,0.47,0.494,103.477
9,-11.405,0.0511,0.265,0.00313,0.489,rock,0.661,0.651,156.371
4,-8.708,0.0313,0.103,0,0.787,rock,0.698,0.601,136.263
10,-6.725,0.0409,0.475,0,0.604,rock,0.808,0.49,73.434
9,-8.542,0.0878,0.313,5.45e-05,0.412,rock,0.709,0.681,99.14
7,-7.378,0.0376,0.00302,0.00195,0.232,pop,0.688,0.433,105.018
2,-12.786,0.0308,0.37,7.07e-06,0.973,rock,0.579,0.703,111.583
4,-10.534,0.0261,0.563,0.00071,0.734,rock,0.295,0.592,76.066
10,-6.971,0.0411,0.408,7.16e-05,0.495,pop,0.823,0.656,134.005
9,-6.606,0.0923,0.205,0,0.589,rock,0.885,0.331,175.293
5,-12.997,0.0301,0.0743,1.61e-06,0.232,pop,0.336,0.218,176.66
9,-8.661,0.0325,0.211,0.00156,0.32,rock,0.5,0.271,170.06
4,-7.438,0.0264,0.511,0.156,0.203,rock,0.656,0.518,104.282
6,-12.163,0.0776,0.155,0,0.644,rhythmic,0.545,0.497,97.011
7,-10.431,0.0464,0.151,0.0278,0.941,rock,0.637,0.633,171.853
4,-14.155,0.0322,0.979,0.0107,0.29,rhythmic,0.223,0.471,84.888
5,-5.849,0.0292,0.145,0.115,0.965,rock,0.71,0.733,127.975
7,-12.749,0.081,0.88,0,0.769,pop,0.178,0.848,116.702
2,-17.385,0.0414,0.387,4.52e-06,0.789,rock,0.307,0.613,117.305
2,-9.878,0.0464,0.255,0.000181,0.389,rock,0.493,0.488,135.093
4,-10.1,0.0421,0.0915,1.7e-06,0.58,pop,0.467,0.636,96.639
9,-5.948,0.107,0.0162,1.75e-06,0.37,pop,0.734,0.623,107.853
9,-5.483,0.0304,0.0111,5.89e-05,0.381,pop,0.711,0.445,142.034
3,-13.62,0.117,0.465,0.0488,0.701,pop,0.43,0.665,115.399
7,-8.085,0.0465,0.276,8.64e-06,0.763,rock,0.796,0.568,90.063
0,-8.317,0.27,0.364,0.402,0.495,rhythmic,0.783,0.458,141.364
2,-6.259,0.0339,0.344,0.0316,0.276,rock,0.902,0.48,96.474
2,-2.576,0.0799,0.00138,0.158,0.607,rock,0.907,0.248,136.41
0,-5.325,0.0302,0.00171,0.000449,0.61,rock,0.865,0.548,116.046
4,-4.083,0.0284,0.0115,0.00678,0.785,pop,0.74,0.64,116.879
4,-11.446,0.0307,0.304,0.758,0.113,rock,0.478,0.489,138.092
4,-8.639,0.0502,0.161,5.18e-05,0.649,hip hop,0.674,0.716,95.013
11,-8.855,0.025,0.344,5.04e-06,0.79,rhythmic,0.554,0.555,105.24
5,-11.466,0.0299,0.802,0.845,0.516,rock,0.622,0.713,124.693
7,-9.357,0.0407,0.0532,0.000149,0.852,rock,0.546,0.881,102.814
0,-8.686,0.162,0.0359,0.000466,0.685,rock,0.807,0.563,93.981
2,-6.82,0.0401,0.0407,0.000103,0.593,rock,0.766,0.642,134.185
9,-4.064,0.033,0.458,3.05e-06,0.459,rock,0.606,0.344,80.595
0,-3.865,0.0987,0.404,0.000191,0.758,rock,0.88,0.524,148.058
1,-6.942,0.0589,0.394,0.000181,0.26,pop,0.683,0.319,146.19
4,-8.578,0.0375,0.685,0,0.764,rock,0.467,0.699,119.287
2,-25.974,0.105,0.995,0.162,0.109,pop,0.038,0.349,67.322
7,-10.545,0.622,0.577,0,0.72,pop,0.703,0.616,182.322
9,-7.265,0.0316,0.0179,0.08,0.417,rock,0.739,0.504,128.918
7,-17.111,0.0661,0.958,0.91,0.659,pop,0.326,0.551,81.788
10,-14.933,0.0546,0.04,0.000406,0.97,rhythmic,0.422,0.877,131.103
9,-11.179,0.0321,0.111,0.0186,0.931,pop,0.528,0.82,120.091
2,-14.315,0.0412,0.0437,0.039,0.126,rock,0.444,0.319,132.536
9,-10.311,0.0425,0.989,0.000513,0.695,pop,0.205,0.827,97.851
1,-7.239,0.0299,0.122,9.72e-06,0.627,pop,0.677,0.629,132.783
7,-10.699,0.0418,0.142,1.01e-05,0.321,rock,0.326,0.46,152.54
2,-7.334,0.0554,0.000728,0.0342,0.725,rock,0.751,0.495,107.073
5,-16.065,0.0953,0.0689,0.0028,0.414,pop,0.526,0.402,156.656
4,-4.609,0.0752,0.124,2.28e-06,0.753,pop,0.826,0.849,119.002
10,-2.221,0.0929,0.35,6.17e-06,0.904,pop,0.916,0.926,110.007
5,-10.529,0.0465,0.692,0.265,0.806,rhythmic,0.409,0.736,114.067
1,-9.743,0.0291,0.861,0,0.427,pop,0.389,0.444,105.806
0,-6.91,0.439,0.111,0.0569,0.585,pop,0.907,0.613,174.192
4,-12.411,0.0395,0.884,0,0.236,rock,0.177,0.523,140.116
0,-14.845,0.0409,0.92,1.07e-05,0.194,pop,0.183,0.467,80.939
9,-7.426,0.0331,0.106,3.74e-06,0.515,rhythmic,0.769,0.338,114.618
0,-7.105,0.0243,0.0794,0.000517,0.814,rock,0.627,0.542,89.734
2,-4.901,0.0322,0.0404,1.29e-05,0.579,rock,0.789,0.654,110.378
5,-4.793,0.0393,0.993,7.49e-05,0.6,rhythmic,0.197,0.749,84.912
8,-9.178,0.0463,0.00291,0.00319,0.632,pop,0.848,0.612,136.196
9,-17.525,0.0621,0.984,0.00264,0.449,rhythmic,0.0687,0.73,143.218
4,-8.549,0.0479,0.535,8.47e-06,0.916,pop,0.901,0.522,166.886
1,-10.92,0.0391,0.8,0,0.599,rhythmic,0.234,0.712,71.111
2,-3.705,0.121,0.0224,0,0.441,rock,0.938,0.521,123.008
7,-11.287,0.0287,0.21,0.000341,0.234,rock,0.42,0.469,142.071
0,-12.487,0.0359,0.457,0.000295,0.604,rock,0.586,0.745,115.857
3,-13.06,0.0311,0.944,7.95e-05,0.224,pop,0.227,0.29,114.278
1,-12.949,0.101,7.34e-05,0.0172,0.566,pop,0.717,0.728,118.589
11,-5.937,0.0335,0.598,1e-05,0.517,pop,0.565,0.437,135.416
2,-8.713,0.0798,0.148,0,0.91,pop,0.508,0.826,81.564
7,-7.457,0.121,0.216,0.656,0.684,pop,0.931,0.691,150.093
7,-11.385,0.0298,0.711,0.00206,0.221,pop,0.394,0.324,129.859
7,-5.351,0.058,0.0511,0.00148,0.625,pop,0.874,0.542,128.46
2,-5.373,0.0419,0.00244,0.000147,0.798,pop,0.901,0.343,161.69
1,-4.322,0.076,0.165,1.09e-05,0.359,hip hop,0.59,0.506,141.099
7,-5.888,0.0759,0.0147,0,0.55,rock,0.932,0.567,133.074
7,-6.516,0.0419,0.208,4.1e-05,0.847,pop,0.87,0.514,118.962
2,-10.889,0.164,0.141,0,0.671,hip hop,0.683,0.761,101.787
2,-11.217,0.028,0.448,0,0.763,pop,0.535,0.524,117.692
2,-4.96,0.124,0.000568,2.93e-05,0.472,rock,0.9,0.441,176.169
5,-9.392,0.026,0.0999,0,0.683,pop,0.357,0.63,104.965
7,-6.502,0.333,0.0208,0,0.753,rhythmic,0.661,0.835,76.723
1,-8.32,0.0314,0.0104,0.455,0.437,pop,0.704,0.57,115.041
7,-8.592,0.0296,6.65e-06,0.821,0.346,rock,0.777,0.55,139.577
0,-4.709,0.0307,0.466,0.145,0.501,rock,0.621,0.619,176.173
6,-13.56,0.0342,0.395,0,0.588,pop,0.365,0.54,123.051
1,-5.987,0.0411,0.0751,0.237,0.566,rock,0.847,0.507,98.096
4,-8.572,0.0378,0.0321,0,0.778,rock,0.721,0.657,143.202
2,-10.037,0.0694,0.0285,0.0813,0.884,pop,0.719,0.595,155.77
5,-8.28,0.037,0.509,0,0.87,rhythmic,0.816,0.678,124.496
2,-15.746,0.0415,0.983,0.787,0.143,pop,0.114,0.368,80.734
2,-9.055,0.0296,0.0116,0.000827,0.34,rock,0.681,0.373,98.7
1,-5.7,0.0323,0.214,0.000535,0.789,rock,0.806,0.579,174.057
9,-20.408,0.0317,0.824,0.299,0.177,pop,0.117,0.158,75.156
4,-5.053,0.0507,0.000552,0.00352,0.483,rock,0.947,0.214,170.616
2,-12.133,0.0501,0.0375,0,0.637,rock,0.88,0.327,177.417
11,-4.718,0.0297,2.15e-05,0.153,0.523,pop,0.699,0.657,123.017
8,-11.293,0.0569,0.236,0.00176,0.83,rhythmic,0.442,0.793,115.995
4,-15.642,0.187,0.084,7.9e-05,0.803,pop,0.486,0.945,117.575
5,-15.101,0.0376,0.861,0.807,0.346,pop,0.251,0.476,104.551
0,-5.34,0.0483,0.214,2.85e-06,0.71,rock,0.893,0.519,137.733
6,-14.58,0.05,0.443,0,0.899,pop,0.427,0.623,99.167
0,-7.168,0.0291,0.119,7.16e-06,0.584,rock,0.794,0.606,105.813
9,-6.925,0.205,0.000202,0.219,0.257,rock,0.952,0.322,161.79
9,-6.491,0.0319,0.367,0.0107,0.963,rhythmic,0.56,0.794,119.813
1,-9.968,0.0384,0.298,6.54e-05,0.828,rhythmic,0.628,0.75,101.475
9,-6.742,0.0397,0.562,0.157,0.533,pop,0.553,0.598,123.075
0,-9.866,0.0282,0.296,0,0.53,rhythmic,0.486,0.422,134.587
11,-3.863,0.0844,5.68e-05,0.856,0.487,pop,0.944,0.53,169.778
2,-7.942,0.0649,0.113,2.46e-06,0.604,rock,0.818,0.299,156.193
8,-0.276,0.0455,0.00184,0,0.905,pop,0.969,0.629,150.01
7,-11.748,0.0798,9.84e-05,0.798,0.675,rock,0.558,0.456,167.568
2,-8.036,0.0476,0.105,3.09e-06,0.299,rhythmic,0.627,0.577,134.058
2,-4.103,0.0752,0.000289,0.00011,0.236,pop,0.905,0.217,96.95
1,-15.54,0.039,0.874,0,0.185,pop,0.203,0.421,88.223
6,-6.923,0.0503,0.0168,0.00397,0.28,rhythmic,0.58,0.928,128.031
5,-12.512,0.03,0.587,0.00052,0.241,rock,0.273,0.569,86.634
11,-10.189,0.0305,0.806,0,0.333,pop,0.447,0.269,81.709
10,-10.125,0.0269,0.0524,0.111,0.0378,pop,0.478,0.486,152.034
0,-12.977,0.0645,0.996,0.932,0.876,pop,0.345,0.581,94.048
1,-5.111,0.0304,0.0398,3.92e-06,0.335,rock,0.715,0.463,173.854
8,-8.323,0.0666,0.00381,7.92e-06,0.454,pop,0.819,0.61,100.057
10,-5.747,0.0604,0.00604,0.000849,0.851,hip hop,0.751,0.686,100.222
3,-13.474,0.04,0.622,0,0.281,rock,0.283,0.34,172.22
5,-7.355,0.237,0.0469,2.93e-05,0.766,rock,0.942,0.7,171.37
11,-13.558,0.0731,0.00318,0.559,0.492,rock,0.572,0.741,131.944
7,-5.562,0.0789,0.0584,0,0.964,pop,0.583,0.967,117.0
6,-9.542,0.03,0.892,6.35e-05,0.0828,pop,0.262,0.167,171.254
2,-6.247,0.0667,0.0406,8.92e-05,0.353,rock,0.922,0.536,121.977
9,-12.821,0.033,0.745,7.86e-05,0.223,pop,0.24,0.612,122.565
2,-5.213,0.353,0.291,0,0.52,hip hop,0.902,0.611,98.252
0,-17.714,0.0387,0.113,0.326,0.688,rhythmic,0.327,0.725,110.438
9,-13.109,0.037,0.665,0.00335,0.158,pop,0.275,0.284,76.47
10,-7.286,0.182,0.155,0,0.494,pop,0.533,0.656,170.525
5,-6.631,0.0602,0.794,0,0.618,rhythmic,0.441,0.41,67.344
9,-10.789,0.0664,0.288,0,0.75,pop,0.398,0.797,113.204
9,-7.24,0.216,0.135,0,0.688,rhythmic,0.784,0.707,145.422
9,-6.367,0.0445,0.0625,0.000133,0.905,pop,0.75,0.622,141.324
7,-1.904,0.0626,0.0348,0.000221,0.789,rock,0.941,0.518,143.988
0,-11.752,0.035,0.00102,0.00311,0.687,pop,0.804,0.542,155.601
11,-4.214,0.0528,3.35e-05,0.837,0.388,rock,0.961,0.204,168.146
6,-9.52,0.0334,0.468,1.54e-06,0.896,pop,0.552,0.486,89.574
11,-6.249,0.0261,0.436,9.32e-05,0.907,rhythmic,0.633,0.699,91.398
7,-5.093,0.033,0.334,0,0.222,rock,0.724,0.26,93.726
11,-14.334,0.224,0.00545,0.183,0.667,pop,0.536,0.801,141.068
9,-11.638,0.0345,0.801,1.55e-06,0.361,pop,0.329,0.374,85.567
7,-6.373,0.0796,0.198,3.1e-06,0.698,rock,0.885,0.552,136.92
0,-4.509,0.274,0.169,1.82e-06,0.871,pop,0.612,0.949,129.046
5,-11.832,0.0324,0.975,0.543,0.822,rhythmic,0.401,0.431,120.264
9,-4.892,0.0999,0.548,0.000134,0.555,rock,0.849,0.305,134.287
5,-11.849,0.0311,0.816,0,0.641,pop,0.222,0.602,117.668
4,-11.689,0.062,0.0418,1.31e-05,0.498,rock,0.425,0.417,134.917
2,-4.987,0.139,0.626,0.843,0.0679,pop,0.895,0.326,107.613
11,-5.013,0.0371,0.00963,7.06e-05,0.96,rock,0.903,0.639,135.938
2,-13.61,0.0309,0.86,0.00553,0.374,rock,0.26,0.54,114.732
