key,loudness,speechiness,acousticness,instrumentalness,valence,genre,energy,danceability,tempo
1,-14.525,0.0544,0.62,7.81e-06,0.416,pop,0.405,0.5,83.457
5,-5.37,0.157,0.00316,0,0.458,rock,0.961,0.516,150.147
7,-5.823,0.415,0.283,2.21e-06,0.576,hip hop,0.718,0.741,165.848
0,-9.865,0.0489,0.838,0.00111,0.622,pop,0.411,0.532,155.32
10,-6.081,0.252,0.0194,0,0.725,hip hop,0.789,0.857,98.086
11,-5.916,0.0564,0.25,0.0218,0.834,rock,0.798,0.491,95.945
7,-15.439,0.211,0.138,0.000203,0.747,rock,0.557,0.571,107.953
6,-8.407,0.0389,0.000179,6.49e-06,0.497,rock,0.797,0.471,152.903
6,-4.983,0.0352,0.00647,0,0.765,rock,0.841,0.515,135.925
1,-7.02,0.292,0.0766,0,0.694,rock,0.899,0.795,115.062
2,-6.327,0.0281,0.037,4.46e-06,0.497,pop,0.596,0.441,83.411
0,-5.746,0.08,0.00145,0.457,0.499,rock,0.909,0.506,100.101
7,-12.242,0.0347,0.938,0.936,0.953,rhythmic,0.568,0.689,110.111
8,-9.632,0.0557,0.0833,0.00797,0.184,rock,0.62,0.354,132.526
0,-11.538,0.147,0.493,0.854,0.33,pop,0.426,0.61,126.975
10,-8.429,0.131,0.592,6.56e-05,0.508,hip hop,0.68,0.568,130.132
11,-11.187,0.0392,0.68,0.677,0.424,pop,0.585,0.443,136.485
7,-8.689,0.0392,0.669,0.00456,0.431,rhythmic,0.424,0.566,105.768
7,-4.709,0.0563,0.000585,0.329,0.404,pop,0.913,0.376,154.808
9,-6.928,0.0952,0.667,0,0.738,pop,0.624,0.589,191.993
5,-9.177,0.0482,0.213,0.00323,0.573,pop,0.642,0.57,88.651
1,-7.857,0.276,0.00459,3.9e-06,0.66,hip hop,0.755,0.935,128.443
0,-7.816,0.0342,0.0197,4.75e-05,0.212,pop,0.565,0.218,181.063
11,-8.71,0.0598,0.00906,0.686,0.89,rock,0.855,0.756,113.322
7,-4.301,0.0963,0.037,3.64e-05,0.605,rock,0.906,0.524,123.1
9,-11.859,0.0518,0.154,0.00109,0.846,rhythmic,0.648,0.741,123.298
7,-10.768,0.0813,0.633,0,0.724,rock,0.62,0.654,126.713
4,-13.159,0.0749,0.376,0.788,0.832,rock,0.56,0.642,92.588
10,-7.175,0.244,0.19,0,0.293,hip hop,0.892,0.673,87.497
4,-10.994,0.0456,0.93,0.00644,0.667,rhythmic,0.338,0.714,128.386
0,-5.291,0.0438,0.0134,0,0.338,pop,0.672,0.598,125.086
7,-11.394,0.147,0.0731,1.58e-06,0.81,rhythmic,0.622,0.673,172.608
2,-4.446,0.0347,0.482,0,0.918,rock,0.777,0.702,116.819
6,-15.549,0.0362,0.87,0.000239,0.32,pop,0.301,0.418,110.249
4,-8.657,0.0642,0.123,0.0332,0.459,pop,0.506,0.708,124.543
7,-7.134,0.029,0.265,4.23e-06,0.37,rock,0.675,0.48,138.784
8,-9.359,0.086,0.00186,0.0381,0.966,rhythmic,0.605,0.749,142.024
9,-6.095,0.0432,0.0163,0.0143,0.428,pop,0.943,0.448,152.182
6,-7.285,0.0453,0.00228,0.0042,0.0866,rock,0.826,0.411,90.67
2,-6.469,0.0331,0.144,0.000733,0.805,rock,0.867,0.638,115.692
11,-9.271,0.0438,0.263,8.62e-06,0.45,rock,0.427,0.391,93.192
1,-19.644,0.0356,0.8,0.00247,0.0832,pop,0.129,0.162,81.561
3,-7.249,0.0401,0.000325,0.0416,0.413,rock,0.778,0.225,147.303
10,-5.107,0.0349,0.147,3.87e-06,0.598,pop,0.616,0.622,89.673
5,-14.318,0.0453,0.954,0.0134,0.443,rhythmic,0.406,0.369,108.028
7,-12.568,0.0286,0.297,0.000561,0.18,pop,0.294,0.321,172.859
4,-4.721,0.0285,0.011,0.181,0.752,rock,0.919,0.518,154.097
0,-7.349,0.0383,0.51,0.000151,0.606,pop,0.386,0.726,120.675
4,-3.427,0.0411,0.0201,0,0.887,rock,0.934,0.62,91.234
10,-7.263,0.224,0.00789,0,0.402,hip hop,0.509,0.665,82.025
6,-6.381,0.0351,0.232,0.000581,0.459,pop,0.713,0.523,159.949
7,-3.841,0.0423,0.00192,0.000575,0.676,pop,0.953,0.678,119.981
0,-6.445,0.0486,0.618,0.000138,0.761,pop,0.46,0.885,94.985
0,-7.782,0.0304,0.296,6.41e-05,0.383,pop,0.721,0.627,130.08
2,-13.077,0.0363,0.0607,4.81e-06,0.655,pop,0.743,0.482,99.441
7,-11.094,0.0334,0.707,6.53e-05,0.404,pop,0.359,0.415,146.029
11,-11.552,0.0279,0.208,9.86e-06,0.715,rock,0.337,0.661,110.184
2,-6.129,0.37,0.0998,3.74e-06,0.65,rhythmic,0.749,0.832,94.899
7,-15.502,0.0599,0.713,0.00461,0.786,pop,0.324,0.756,147.943
3,-4.536,0.0399,0.0596,1.52e-06,0.86,pop,0.87,0.59,130.703
5,-3.646,0.0555,0.125,0.0115,0.77,pop,0.991,0.36,160.894
0,-8.881,0.041,0.726,1.92e-05,0.237,pop,0.396,0.504,99.999
5,-11.832,0.159,0.956,0.00369,0.799,pop,0.521,0.534,165.875
2,-13.184,0.042,0.00761,0.859,0.908,rock,0.709,0.703,111.957
4,-16.408,0.0438,0.344,0,0.392,pop,0.373,0.292,83.694
2,-5.874,0.329,0.678,0,0.832,rock,0.846,0.695,95.515
5,-11.976,0.251,0.0336,0,0.334,hip hop,0.818,0.49,81.942
4,-8.853,0.0318,0.284,0,0.862,rock,0.673,0.472,133.117
9,-9.375,0.0692,0.0586,1.33e-05,0.724,rock,0.889,0.61,134.666
0,-23.194,0.0291,0.986,0.0945,0.102,pop,0.0516,0.248,69.397
2,-18.366,0.031,0.144,0.0309,0.242,pop,0.246,0.337,176.082
9,-8.31,0.0819,0.046,0.000156,0.898,pop,0.803,0.766,142.61
7,-7.035,0.182,0.127,0.00636,0.862,rhythmic,0.818,0.731,92.29
6,-2.491,0.0541,0.000581,0.0328,0.58,rock,0.817,0.429,84.979
8,-6.286,0.0496,0.0377,0,0.556,pop,0.754,0.873,106.33
7,-7.712,0.0341,0.147,0,0.356,rock,0.545,0.345,170.989
0,-5.04,0.0668,0.00154,0.0235,0.707,rock,0.895,0.287,131.482
2,-10.081,0.032,0.0161,0.455,0.264,rock,0.592,0.384,125.887
9,-11.944,0.0257,0.822,2.26e-06,0.339,rock,0.309,0.319,143.075
0,-7.31,0.0369,0.365,2.09e-05,0.843,rock,0.912,0.633,107.655
7,-14.009,0.0312,0.188,0.0759,0.627,rock,0.66,0.468,180.679
4,-9.319,0.0404,0.403,0,0.55,pop,0.327,0.551,92.664
10,-5.586,0.282,0.34,0,0.51,hip hop,0.91,0.713,83.028
4,-3.328,0.077,0.309,0,0.367,rock,0.822,0.413,127.852
5,-5.391,0.0385,0.75,0,0.599,rhythmic,0.454,0.733,104.524
4,-8.383,0.0819,0.572,0,0.92,pop,0.774,0.497,79.86
2,-6.419,0.0321,0.000393,0.0489,0.48,rock,0.789,0.541,120.117
5,-7.7,0.0274,0.000527,0.724,0.977,rock,0.722,0.599,141.777
1,-6.234,0.065,0.00337,0.00277,0.589,pop,0.69,0.825,110.488
5,-10.204,0.0654,0.61,0,0.876,rhythmic,0.494,0.699,131.308
1,-4.277,0.0377,1.33e-05,0.205,0.372,rock,0.781,0.443,71.841
4,-10.294,0.067,0.0289,0.038,0.884,rock,0.488,0.721,152.287
4,-13.819,0.349,0.0662,0,0.741,hip hop,0.672,0.947,109.55
5,-3.171,0.102,0.000305,9.81e-05,0.328,rock,0.956,0.473,124.249
4,-10.505,0.0376,0.0769,0.000785,0.777,rock,0.407,0.875,109.088
7,-9.955,0.03,0.485,0,0.302,rock,0.272,0.403,143.598
1,-9.141,0.0412,0.138,0.608,0.618,rock,0.518,0.627,77.502
7,-6.236,0.0708,0.000121,0.143,0.595,rock,0.881,0.355,99.895
9,-11.259,0.0537,0.0151,0.000203,0.599,rock,0.561,0.563,121.174
7,-10.518,0.0674,0.256,0,0.75,rock,0.584,0.649,144.972
7,-20.552,0.0332,0.615,0.14,0.0833,rock,0.104,0.454,108.157
7,-8.355,0.0572,0.0024,0.112,0.459,rock,0.927,0.335,100.792
4,-5.175,0.0364,0.000147,0.0117,0.259,rock,0.89,0.502,133.52
9,-6.911,0.0773,0.115,0.0248,0.604,pop,0.788,0.712,134.978
2,-7.766,0.0308,0.468,0.00156,0.429,rock,0.535,0.665,122.126
0,-7.923,0.0283,0.0757,0,0.744,pop,0.471,0.478,204.643
1,-6.472,0.305,0.166,0,0.945,hip hop,0.828,0.905,104.013
0,-7.343,0.0318,0.0481,0.000358,0.438,rock,0.811,0.529,121.259
7,-5.383,0.0471,0.000119,0.0277,0.929,pop,0.802,0.641,130.017
8,-13.802,0.231,0.0473,0,0.744,hip hop,0.774,0.803,103.224
2,-7.052,0.0284,0.184,0,0.853,rock,0.527,0.707,106.681
6,-7.645,0.0646,0.196,0.000435,0.571,rhythmic,0.519,0.553,87.152
8,-7.035,0.0407,0.00427,0.697,0.451,pop,0.786,0.537,165.395
9,-5.279,0.0413,0.048,0.000325,0.955,pop,0.827,0.815,123.956
11,-10.249,0.162,0.00142,0.0338,0.277,pop,0.395,0.783,90.172
10,-7.95,0.0419,0.0303,0.213,0.55,rock,0.943,0.463,111.577
8,-3.451,0.0362,0.000659,2.55e-06,0.45,rock,0.827,0.29,167.086
8,-3.752,0.0777,0.00912,8.79e-06,0.399,pop,0.872,0.252,126.938
7,-5.248,0.0931,0.00013,0.00123,0.312,pop,0.976,0.394,171.986
9,-14.617,0.085,0.962,0,0.409,rhythmic,0.164,0.387,72.029
1,-11.165,0.0283,0.723,0,0.754,rock,0.48,0.491,110.41
8,-6.119,0.0283,0.0653,1.85e-06,0.891,rock,0.856,0.724,129.794
9,-1.924,0.0568,0.22,0.019,0.557,pop,0.998,0.623,108.118
5,-13.952,0.0671,0.000485,0.376,0.292,rock,0.798,0.239,141.228
0,-9.498,0.0295,0.357,9.09e-05,0.569,pop,0.712,0.691,123.407
11,-12.395,0.103,0.802,0,0.497,pop,0.36,0.576,122.466
2,-8.284,0.0565,0.0692,0.00466,0.839,pop,0.787,0.766,121.105
9,-11.624,0.0353,0.947,0.0107,0.642,rhythmic,0.302,0.582,94.288
5,-17.421,0.0271,0.914,0.145,0.339,rock,0.25,0.516,98.213
0,-9.907,0.0255,0.0798,0.102,0.51,pop,0.61,0.594,120.475
10,-12.147,0.0346,0.000272,0.411,0.737,rock,0.77,0.59,132.613
7,-9.67,0.031,0.347,0.0036,0.762,rock,0.546,0.534,85.357
7,-13.189,0.213,0.0495,0,0.727,hip hop,0.79,0.923,113.665
0,-12.513,0.0657,0.573,0,0.717,pop,0.419,0.682,89.023
2,-5.85,0.0357,0.000976,0,0.674,rock,0.913,0.529,122.344
0,-9.469,0.0831,0.056,0.00413,0.45,hip hop,0.428,0.829,148.075
11,-6.787,0.394,0.387,0,0.842,pop,0.579,0.579,104.757
6,-7.722,0.0723,0.133,2.35e-05,0.845,rhythmic,0.794,0.776,109.277
11,-8.505,0.0376,0.0839,0.0521,0.486,rock,0.543,0.565,130.983
5,-0.358,0.0467,0.0462,1.47e-05,0.239,pop,0.97,0.35,140.004
0,-8.195,0.0579,0.755,0.127,0.362,rhythmic,0.577,0.27,170.25
4,-13.443,0.045,0.756,0,0.213,pop,0.28,0.435,133.827
0,-10.259,0.0339,0.15,0.0123,0.618,rock,0.619,0.38,186.787
2,-3.957,0.0705,0.000668,0.00945,0.348,rock,0.968,0.537,110.966
9,-8.075,0.151,0.0215,0.03,0.887,rock,0.875,0.52,169.214
4,-3.988,0.132,0.00292,0.0251,0.521,pop,0.98,0.51,92.915
0,-7.367,0.0878,0.00243,0.0757,0.346,pop,0.878,0.529,108.967
10,-16.046,0.0561,0.372,0.00897,0.434,rock,0.532,0.442,163.031
4,-3.05,0.441,0.0216,0,0.0778,hip hop,0.923,0.587,142.075
1,-5.772,0.1,0.143,0,0.628,pop,0.973,0.695,94.982
0,-11.427,0.0387,0.991,1.12e-06,0.665,pop,0.262,0.645,163.036
11,-10.079,0.0751,0.103,0.0121,0.67,rhythmic,0.848,0.7,105.49
7,-9.592,0.0307,0.0569,0,0.244,pop,0.451,0.381,151.109
10,-5.175,0.0643,0.000516,0.711,0.642,rock,0.97,0.47,166.009
9,-6.281,0.0253,0.000125,0.000164,0.507,rock,0.78,0.593,109.529
7,-10.472,0.0338,0.008,0.000343,0.809,rock,0.849,0.568,130.746
0,-4.01,0.0774,0.0886,0,0.868,pop,0.904,0.502,84.461
7,-6.71,0.0392,0.0597,0.0145,0.878,rock,0.686,0.659,136.666
0,-9.641,0.0386,0.349,0.568,0.581,pop,0.622,0.659,92.012
1,-21.71,0.0464,0.795,0.883,0.458,pop,0.00383,0.171,76.214
2,-8.397,0.0415,0.608,0.00239,0.604,pop,0.743,0.575,119.499
0,-5.799,0.0426,0.0229,0.0261,0.958,rock,0.979,0.511,152.422
6,-14.137,0.0548,0.275,0.155,0.932,pop,0.531,0.785,142.492
7,-9.581,0.0258,0.0108,0.00552,0.251,rock,0.597,0.539,139.444
6,-9.965,0.0338,0.339,0.000353,0.354,rock,0.479,0.352,126.166
7,-7.287,0.112,0.0183,0.201,0.317,rock,0.907,0.258,113.679
4,-10.02,0.0555,0.596,0.0027,0.682,rhythmic,0.822,0.607,103.803
0,-3.752,0.037,0.000348,7.83e-05,0.16,rock,0.837,0.466,119.873
1,-12.2,0.0665,0.471,0,0.548,rhythmic,0.39,0.665,133.611
9,-3.163,0.0428,0.253,0,0.853,rock,0.927,0.554,125.155
7,-7.813,0.0439,0.567,1.07e-06,0.856,rock,0.628,0.492,89.877
10,-13.956,0.258,0.18,1.9e-05,0.628,hip hop,0.59,0.727,101.24
5,-8.677,0.0316,0.00059,0.899,0.216,rock,0.432,0.296,88.13
7,-11.314,0.0681,6.27e-05,1.83e-06,0.184,rock,0.938,0.183,160.257
7,-9.603,0.0334,0.101,0.000681,0.354,rhythmic,0.627,0.247,71.253
0,-8.626,0.0355,0.434,1.7e-05,0.939,rock,0.874,0.753,102.728
5,-10.056,0.0282,0.0211,0,0.782,rhythmic,0.463,0.698,109.409
6,-9.955,0.0264,0.0165,0,0.497,rock,0.692,0.492,96.024
6,-7.773,0.0545,8.25e-05,0.529,0.502,pop,0.62,0.677,127.994
6,-10.533,0.0411,0.406,0.015,0.849,pop,0.504,0.797,98.871
9,-9.683,0.0565,0.000551,0.000138,0.712,pop,0.893,0.469,87.757
2,-7.854,0.0836,0.479,0,0.559,rock,0.703,0.62,136.155
7,-14.684,0.0323,0.343,0.00225,0.648,rock,0.458,0.677,123.426
5,-6.416,0.0873,0.248,9.73e-05,0.616,rock,0.837,0.438,125.092
9,-5.878,0.165,0.000726,0.000272,0.192,rock,0.943,0.29,129.347
0,-6.434,0.229,0.162,0.243,0.765,pop,0.882,0.887,103.02
9,-8.339,0.284,0.832,0.105,0.519,pop,0.632,0.558,161.764
9,-3.948,0.163,0.00798,6.09e-06,0.49,pop,0.963,0.262,176.226
7,-6.169,0.0382,0.000886,0.759,0.488,pop,0.718,0.578,135.997
2,-5.796,0.03,0.764,0.767,0.731,rock,0.742,0.506,76.353
8,-13.155,0.0272,0.175,0,0.8,pop,0.408,0.544,95.414
3,-14.511,0.0478,0.969,0.0541,0.37,pop,0.0912,0.594,115.72
2,-7.288,0.0585,0.468,1.4e-05,0.878,pop,0.67,0.523,137.324
4,-12.099,0.0571,0.996,0.00178,0.185,rhythmic,0.0424,0.601,89.87
6,-11.052,0.0277,0.282,2.69e-06,0.508,rhythmic,0.523,0.57,101.137
6,-14.201,0.0298,0.464,0,0.255,rock,0.144,0.621,91.354
0,-7.55,0.0889,0.411,0.000412,0.525,rock,0.845,0.331,76.698
0,-6.983,0.0707,0.014,4.46e-06,0.905,rock,0.882,0.48,159.753
11,-14.448,0.34,0.723,0.00189,0.649,rock,0.292,0.676,74.798
4,-9.17,0.348,0.993,0.335,0.222,rhythmic,0.804,0.711,106.558
10,-17.786,0.0257,0.393,6.95e-06,0.751,pop,0.211,0.597,98.381
2,-14.264,0.0372,0.895,3.52e-05,0.362,pop,0.172,0.488,143.631
3,-6.782,0.0392,0.854,4.33e-05,0.612,rock,0.576,0.681,93.073
7,-14.029,0.0499,0.805,0,0.725,rhythmic,0.254,0.496,154.954
9,-5.397,0.0446,0.502,1.31e-06,0.56,rock,0.74,0.477,107.384
2,-10.143,0.107,0.987,0.306,0.88,pop,0.535,0.808,110.85
4,-12.351,0.0499,0.616,0,0.35,rock,0.285,0.547,81.661
2,-12.557,0.0289,0.00158,0.00228,0.405,rhythmic,0.394,0.259,141.296
11,-9.3,0.0399,0.00622,0.00112,0.767,rock,0.798,0.426,93.655
3,-11.887,0.0708,0.987,0.000994,0.288,rhythmic,0.341,0.578,94.876
7,-11.177,0.0492,0.481,0,0.619,rock,0.72,0.415,176.785
2,-10.773,0.0339,0.00214,0.709,0.305,rock,0.588,0.479,177.014
8,-15.327,0.0337,0.988,0.168,0.332,pop,0.119,0.366,86.216
5,-4.454,0.176,0.0272,0.00731,0.408,rock,0.973,0.603,122.756
7,-11.89,0.0331,0.964,0.0296,0.25,pop,0.372,0.494,116.855
8,-4.604,0.0456,0.00136,0,0.685,rock,0.849,0.337,106.395
9,-13.592,0.0389,0.214,0.0533,0.826,pop,0.646,0.625,103.893
4,-9.22,0.029,0.396,0.391,0.768,pop,0.646,0.811,113.833
2,-6.402,0.126,0.74,0,0.365,pop,0.622,0.441,183.764
7,-7.011,0.0285,0.265,0.0136,0.403,pop,0.58,0.421,129.959
10,-7.953,0.0274,0.245,0.000913,0.879,pop,0.65,0.623,116.74
3,-8.571,0.0689,0.691,0,0.921,rhythmic,0.493,0.766,142.764
1,-2.839,0.0539,0.0532,0.00495,0.88,pop,0.958,0.706,114.73
0,-10.307,0.0379,0.111,0.0219,0.749,rhythmic,0.459,0.762,96.069
10,-11.031,0.0306,0.951,0.000198,0.417,rock,0.232,0.628,97.204
0,-8.394,0.0285,0.00221,0.686,0.522,pop,0.725,0.626,121.017
1,-7.076,0.0833,0.143,0.000893,0.527,pop,0.807,0.805,127.901
2,-5.728,0.0463,0.00656,0,0.884,pop,0.877,0.559,129.449
11,-14.683,0.0346,0.869,5.59e-05,0.309,rhythmic,0.293,0.48,79.833
2,-4.739,0.0852,0.624,0.00238,0.93,rhythmic,0.904,0.88,125.039
11,-9.427,0.0349,0.76,0,0.729,rhythmic,0.523,0.537,80.944
7,-6.598,0.0246,0.00693,0.00491,0.125,rock,0.491,0.442,79.954
8,-20.804,0.0373,0.953,0.000337,0.144,rock,0.116,0.53,113.824
11,-7.902,0.0346,0.0458,0,0.77,rock,0.799,0.609,149.046
3,-4.8,0.0483,0.272,0,0.877,pop,0.806,0.619,95.0
7,-7.826,0.0431,0.0535,0.172,0.813,rock,0.921,0.591,166.143
0,-6.375,0.0265,0.0873,0,0.61,pop,0.766,0.743,127.96
10,-5.516,0.0351,0.0154,0.0146,0.416,pop,0.808,0.686,83.494
9,-7.119,0.0278,0.397,2.03e-05,0.674,pop,0.558,0.823,155.974
11,-8.484,0.0461,0.0647,0,0.846,rhythmic,0.581,0.595,92.994
4,-4.056,0.0945,0.0303,0.000535,0.407,rock,0.962,0.442,93.709
5,-12.923,0.0324,0.0405,3.48e-05,0.933,rock,0.619,0.585,122.872
2,-5.087,0.0719,4.27e-05,0.901,0.0363,pop,0.835,0.612,123.923
2,-8.774,0.03,0.141,0,0.536,pop,0.57,0.621,118.291
2,-10.796,0.0496,0.414,1.98e-05,0.755,pop,0.459,0.713,91.384
3,-4.162,0.0378,0.000241,0.0116,0.717,rock,0.96,0.37,89.428
8,-11.225,0.0723,0.792,4.09e-05,0.78,pop,0.451,0.784,100.303
6,-6.028,0.086,0.549,0.00102,0.579,pop,0.943,0.656,94.224
11,-9.777,0.111,0.0711,0.000361,0.842,rhythmic,0.608,0.8,113.196
1,-13.445,0.0259,0.212,0,0.563,rhythmic,0.45,0.719,113.647
0,-10.523,0.0301,0.507,0,0.735,rock,0.676,0.65,96.96
4,-6.173,0.0518,0.0262,0.000653,0.797,pop,0.802,0.368,153.113
6,-8.996,0.0329,0.00444,0.893,0.481,pop,0.71,0.54,120.097
5,-5.717,0.0395,0.365,0.0551,0.489,rock,0.806,0.438,96.156
1,-5.405,0.0569,0.0159,0,0.778,rock,0.814,0.706,125.472
2,-8.684,0.0661,0.00269,0,0.741,pop,0.806,0.498,146.622
10,-7.865,0.0316,0.0416,0.0433,0.651,pop,0.649,0.677,107.986
10,-15.128,0.0408,0.411,0,0.82,rhythmic,0.42,0.588,95.579
0,-7.29,0.219,0.0881,0,0.81,pop,0.68,0.939,96.916
2,-7.271,0.0305,0.00203,0,0.893,pop,0.685,0.407,143.136
10,-8.822,0.0459,0.489,0.455,0.624,pop,0.642,0.473,119.181
6,-10.226,0.0289,0.255,4.68e-06,0.588,pop,0.365,0.405,104.536
7,-4.472,0.158,0.133,0,0.6,rock,0.708,0.789,144.286
1,-4.287,0.11,0.00319,0.000162,0.753,pop,0.588,0.892,120.042
3,-9.087,0.0363,0.859,0,0.672,rhythmic,0.284,0.574,68.07
5,-9.64,0.0481,0.855,0.000522,0.96,rhythmic,0.608,0.751,140.553
5,-5.042,0.0997,0.469,0,0.915,pop,0.913,0.816,124.578
8,-15.242,0.0454,0.971,0.781,0.419,pop,0.104,0.566,66.69
9,-12.718,0.0299,1.81e-06,0.0455,0.361,rock,0.572,0.453,132.245
0,-6.857,0.0425,0.0037,0.0144,0.526,pop,0.785,0.816,105.56
0,-12.404,0.0421,0.916,0,0.363,pop,0.122,0.491,99.592
0,-14.406,0.0741,0.959,2.89e-06,0.63,pop,0.226,0.524,98.189
7,-10.976,0.0346,0.26,0.00368,0.736,rock,0.593,0.507,93.107
1,-7.906,0.0374,0.362,0.955,0.504,pop,0.76,0.436,75.012
2,-5.974,0.188,0.000233,0.0244,0.396,pop,0.848,0.649,143.381
9,-11.522,0.0345,0.0904,0.000185,0.608,rock,0.448,0.747,127.689
11,-10.9,0.0481,0.00465,8.33e-06,0.777,rhythmic,0.45,0.848,112.225
4,-17.699,0.0311,0.836,0.0701,0.275,rock,0.214,0.33,147.795
5,-3.74,0.0529,8.97e-05,3.6e-06,0.854,pop,0.869,0.571,148.009
9,-12.888,0.0299,0.367,0.174,0.518,pop,0.542,0.563,136.079
5,-18.86,0.0413,0.882,0.000204,0.0873,pop,0.0694,0.243,173.305
11,-6.735,0.0377,0.162,2.03e-06,0.549,pop,0.586,0.799,120.97
11,-7.777,0.074,0.00376,0.736,0.647,rock,0.83,0.553,127.228
2,-8.968,0.0284,0.0166,6.75e-05,0.636,rock,0.634,0.377,192.55
7,-12.881,0.0336,0.837,1.97e-06,0.325,pop,0.203,0.351,110.071
3,-13.553,0.0351,0.992,0.882,0.761,pop,0.41,0.515,62.014
3,-4.292,0.0641,0.423,0,0.54,pop,0.844,0.562,117.921
10,-8.773,0.0721,0.0832,0.0744,0.379,rock,0.786,0.334,139.995
7,-8.337,0.0266,0.0168,0,0.448,rock,0.494,0.502,107.613
10,-14.086,0.036,0.0166,0.763,0.675,rock,0.766,0.275,123.303
11,-5.226,0.0622,0.073,0,0.235,pop,0.695,0.724,139.0
3,-11.444,0.0276,0.238,4.76e-05,0.814,rhythmic,0.447,0.559,83.082
1,-18.478,0.0374,0.93,0.000285,0.672,rhythmic,0.095,0.601,122.975
7,-12.927,0.0289,0.185,2.63e-05,0.292,rock,0.316,0.604,73.202
11,-12.559,0.0413,0.831,0.000499,0.28,rock,0.42,0.392,123.183
7,-8.017,0.0452,0.308,0.000141,0.73,rock,0.765,0.518,150.524
6,-7.876,0.0707,0.0428,0,0.332,rock,0.853,0.498,108.465
0,-6.95,0.242,0.122,0,0.66,hip hop,0.624,0.723,90.937
6,-12.475,0.0366,0.0392,0.177,0.0388,pop,0.742,0.57,127.193
5,-11.431,0.075,0.378,0,0.89,rhythmic,0.559,0.701,141.022
10,-17.038,0.0513,0.995,0.679,0.751,rhythmic,0.208,0.651,105.517
10,-10.618,0.0651,0.996,0.681,0.652,pop,0.469,0.673,114.13
7,-12.347,0.0366,0.0407,1.39e-06,0.718,rock,0.668,0.535,134.566
5,-16.239,0.0393,0.147,2.27e-06,0.234,rock,0.35,0.448,177.279
11,-8.958,0.0742,0.738,0.00137,0.0761,rhythmic,0.436,0.453,74.988
7,-18.309,0.0402,0.908,0.00215,0.71,pop,0.151,0.644,79.765
0,-12.352,0.041,0.725,0,0.291,rock,0.222,0.47,116.487
7,-4.967,0.027,0.0293,0,0.775,pop,0.902,0.62,104.255
9,-10.555,0.0557,0.0015,3.94e-06,0.853,rock,0.825,0.388,159.744
6,-8.022,0.0565,0.688,0.416,0.619,pop,0.585,0.654,131.703
11,-8.813,0.0349,0.228,0.0014,0.281,rock,0.719,0.717,119.757
5,-9.089,0.0463,0.0183,0,0.479,rock,0.805,0.497,75.251
7,-11.132,0.0355,0.404,0.00402,0.523,pop,0.559,0.641,144.982
7,-7.015,0.0989,0.0497,1.82e-05,0.385,rock,0.709,0.51,151.148
2,-5.419,0.0474,0.0637,0.00795,0.463,rock,0.822,0.533,91.353
3,-11.156,0.055,0.00132,0.107,0.447,rock,0.79,0.411,124.351
2,-9.385,0.0275,0.0194,0.00988,0.165,rock,0.468,0.289,77.926
6,-7.342,0.0339,0.381,5.14e-06,0.261,pop,0.384,0.303,63.345
10,-9.806,0.0303,0.797,2.35e-06,0.339,rock,0.42,0.313,178.711
6,-9.185,0.0358,0.536,0.0383,0.58,rock,0.761,0.424,102.1
1,-4.639,0.0567,0.00543,0.00157,0.683,pop,0.685,0.771,88.997
0,-12.519,0.0673,0.165,1.63e-05,0.758,rhythmic,0.617,0.819,115.185
2,-9.411,0.135,0.0765,9.97e-05,0.642,pop,0.618,0.706,81.373
4,-5.63,0.294,0.714,0.0154,0.672,pop,0.832,0.67,155.917
2,-10.972,0.0376,2.11e-05,0.534,0.529,pop,0.673,0.412,93.031
6,-11.197,0.0425,0.209,2.81e-05,0.699,pop,0.553,0.487,126.043
0,-10.315,0.0386,0.499,0,0.827,rhythmic,0.41,0.565,182.164
11,-8.698,0.0633,0.121,2.17e-05,0.9,pop,0.648,0.869,125.035
9,-8.851,0.0273,0.0691,0.000479,0.774,pop,0.703,0.706,130.891
0,-12.19,0.0656,0.212,0.000292,0.554,rhythmic,0.361,0.761,112.742
0,-8.745,0.0458,0.726,0.000292,0.798,rock,0.4,0.605,74.84
10,-8.46,0.0562,0.178,0.418,0.583,pop,0.692,0.641,115.048
8,-13.375,0.0518,0.628,0.726,0.964,rock,0.459,0.857,135.863
5,-6.496,0.116,0.0401,0.000625,0.321,rock,0.709,0.276,176.939
6,-4.765,0.0744,0.0205,0,0.561,rock,0.864,0.499,103.371
2,-9.071,0.0379,0.0142,0.281,0.969,pop,0.796,0.692,115.987
1,-4.398,0.0324,0.0381,0.00527,0.796,pop,0.738,0.701,144.046
7,-5.697,0.0708,0.00456,0.714,0.737,pop,0.468,0.862,132.03
9,-6.359,0.15,0.158,0,0.414,hip hop,0.799,0.779,109.944
4,-5.819,0.0237,0.422,0.000203,0.331,rock,0.61,0.527,158.478
1,-11.156,0.0605,0.0865,0,0.383,rhythmic,0.464,0.728,96.944
0,-13.258,0.0445,0.426,0.0145,0.692,rhythmic,0.549,0.58,108.041
8,-12.163,0.499,0.0436,1.01e-06,0.693,rock,0.562,0.647,98.624
2,-9.733,0.0319,0.000581,0.845,0.0395,pop,0.557,0.431,102.009
10,-9.107,0.0322,0.00161,0.00159,0.205,rock,0.471,0.444,76.335
7,-6.958,0.0567,0.0495,0.000185,0.8,rock,0.815,0.664,81.575
